text,Tag,sentiment,temp_list
হেরাথ বোলিং এর আগেই ৪ উইকেট নাই!! ফেব্রুয়ারি মাস লিটন এর মাস দেখা যাক কি হয় ,negative,0,"['হেরাথ', 'বোলিং', '৪', 'উইকেট', 'নাই', 'ফেব্রুয়ারি', 'মাস', 'লিটন', 'মাস', 'যাক']"
 হুজুগে বাঙালি।হালারা তাকে ভাল খেলছে বলে মাথাই নিয়ে নাছবে আবার কয়েকটা খারাপ খেললে মাথা থেকে ফেলে দিবে।,negative,0,"['হুজুগে', 'বাঙালিহালারা', 'ভাল', 'খেলছে', 'মাথাই', 'নাছবে', 'কয়েকটা', 'খারাপ', 'খেললে', 'মাথা', 'ফেলে', 'দিবে']"
"আর অনেক আগেই রাজ্জাক কে দলে নেওয়া প্রয়োজন ছিলো, তাহলে আর ভালো করতো বাংলাদেশ।",positive,1,"['রাজ্জাক', 'দলে', 'প্রয়োজন', 'ছিলো', 'ভালো', 'করতো', 'বাংলাদেশ']"
 আমার মনে হয় সাকিবের পরে আর কাউকে যদি ইস্পিন বোলিং খেলোয়াড় বাংলাদেশে থাকে থাকে সে হলো বাগেরহাটের রাজ্জাক।,positive,1,"['সাকিবের', 'ইস্পিন', 'বোলিং', 'খেলোয়াড়', 'বাংলাদেশে', 'বাগেরহাটের', 'রাজ্জাক']"
 রাজকীয় রাজ্জাক,positive,1,"['রাজকীয়', 'রাজ্জাক']"
শাহারিয়ার নাফিস কে ও ফেরানো হোক,positive,1,"['শাহারিয়ার', 'নাফিস', 'ফেরানো']"
শাহারিয়ার নাফিস কে ও ফেরানো হোক,neutral,2,"['শাহারিয়ার', 'নাফিস', 'ফেরানো']"
 আজকে বুঝল রাজ্জাকে কতটুকু দরকার ছিল,positive,1,"['আজকে', 'বুঝল', 'রাজ্জাকে', 'কতটুকু', 'দরকার']"
অল আউট হ তারাতারি।,negative,0,"['অল', 'আউট', 'হ', 'তারাতারি']"
অল আউট হ তারাতারি।,negative,0,"['অল', 'আউট', 'হ', 'তারাতারি']"
সাকিব সুস্ত হলে কি রাজ্জাক বাদ.,neutral,2,"['সাকিব', 'সুস্ত', 'রাজ্জাক', 'বাদ']"
"বাংঙালীকে তেল দিতে নেই। ভালো খেলছে, ধন্যবাদ।",negative,0,"['বাংঙালীকে', 'তেল', 'নেই', 'ভালো', 'খেলছে', 'ধন্যবাদ']"
"গুরু তোমায় লাল সালাম,এগিয়ে যাও আর সবাই কে দেখিয়ে দাও,,,,,,,",positive,1,"['গুরু', 'তোমায়', 'লাল', 'সালামএগিয়ে', 'যাও', 'সবাই', 'দেখিয়ে', 'দাও']"
 রাজ্জাক কে আবার দলে দরকার ।,negative,0,"['রাজ্জাক', 'দলে', 'দরকার']"
 রাজ্জাক কে আবার দলে দরকার ।,positive,1,"['রাজ্জাক', 'দলে', 'দরকার']"
হাথুরু কে রানিং বিটউইন দ্যা উইকেটের শিক্ষা দিল মুমিনুল,negative,0,"['হাথুরু', 'রানিং', 'বিটউইন', 'দ্যা', 'উইকেটের', 'শিক্ষা', 'দিল', 'মুমিনুল']"
"এ আর নতুনকি, বাংলাদেশের ক্রিকেট মানেই,সজন প্রিয়জন ,,",negative,0,"['নতুনকি', 'বাংলাদেশের', 'ক্রিকেট', 'মানেইসজন', 'প্রিয়জন']"
রাজ্জাককে উপেক্ষা করেনি বাংলাদেশ! উপেক্ষা করেছিল হাথুরেসিংহে,negative,0,"['রাজ্জাককে', 'উপেক্ষা', 'করেনি', 'বাংলাদেশ', 'উপেক্ষা', 'করেছিল', 'হাথুরেসিংহে']"
স্যলুট জানাই রাজ্জাক ভাই কে।।,positive,1,"['স্যলুট', 'জানাই', 'রাজ্জাক', 'ভাই', 'কে']"
 এটাই তো সমস্যা এক দিনে হিরো করে দেওয়া তোমাদের কাজ,negative,0,"['সমস্যা', 'এক', 'দিনে', 'হিরো', 'তোমাদের']"
বেটা উয়েকেট পিচে ছাগল দিয়ে বল করালে ও উয়েকেট পাওয়া যায় এটা এখন সবাই বোঝে।,negative,0,"['বেটা', 'উয়েকেট', 'পিচে', 'ছাগল', 'দিয়ে', 'বল', 'করালে', 'উয়েকেট', 'পাওয়া', 'যায়', 'সবাই', 'বোঝে']"
রাজ্জাক ভাই নাকি পারে না,neutral,2,"['রাজ্জাক', 'ভাই']"
"রাজ্জাক ভাইয়ের সাথে সাথে সিলেকশন কমিটিকেও আন্তরিক ধন্যবাদ, ওনাকে সুযোগ দেওয়ার জন্য।",positive,1,"['রাজ্জাক', 'ভাইয়ের', 'সাথে', 'সাথে', 'সিলেকশন', 'কমিটিকেও', 'আন্তরিক', 'ধন্যবাদ', 'ওনাকে', 'সুযোগ', 'দেওয়ার', 'জন্য']"
"মামু, চাচা নেই বলে অবহেলিত ক্রিকেটার আব্দুর রাজ্জাক কে, দীর্ঘ দিন থেকে জাতীয় টিমে নেওয়া হয়নি,",negative,0,"['মামু', 'চাচা', 'অবহেলিত', 'ক্রিকেটার', 'আব্দুর', 'রাজ্জাক', 'কে', 'দীর্ঘ', 'জাতীয়', 'টিমে', 'হয়নি']"
"মামু, চাচা নেই বলে অবহেলিত ক্রিকেটার আব্দুর রাজ্জাক কে, দীর্ঘ দিন থেকে জাতীয় টিমে নেওয়া হয়নি,",negative,0,"['মামু', 'চাচা', 'অবহেলিত', 'ক্রিকেটার', 'আব্দুর', 'রাজ্জাক', 'কে', 'দীর্ঘ', 'জাতীয়', 'টিমে', 'হয়নি']"
" সে সেরা,তাই সে ফিরলো সেরাদের মতো।ওয়েলকাম লিজেন্ড আবার দেখিয়ে দাও তুমি কে!",positive,1,"['সেরাতাই', 'ফিরলো', 'সেরাদের', 'মতোওয়েলকাম', 'লিজেন্ড', 'দেখিয়ে', 'দাও', 'কে']"
" এই রাজ্জাক কে ১ম ম্যাচে বসে থাকতে হয়,এই নির্বাচক প্যানেল দিয়ে কিছু হবে না",negative,0,"['রাজ্জাক', '১ম', 'ম্যাচে', 'থাকতে', 'হয়এই', 'নির্বাচক', 'প্যানেল', 'দিয়ে']"
আঃ রাজ্জাককে জানি না কেন এতোদিন দলের বাইরে রেখেছিলেন নির্বাচকরা। ,negative,0,"['আঃ', 'রাজ্জাককে', 'জানি', 'এতোদিন', 'দলের', 'বাইরে', 'রেখেছিলেন', 'নির্বাচকরা']"
রাজ্জাক তুমি তোমার সেরাটা প্রমাণ করে দাও। ,positive,1,"['রাজ্জাক', 'সেরাটা', 'প্রমাণ', 'দাও']"
ধর্যের ফল যে সবসময় মিষ্টি হয় তার প্রমাণ হল রাজ্জাক ভাই।,negative,0,"['ধর্যের', 'ফল', 'সবসময়', 'মিষ্টি', 'প্রমাণ', 'রাজ্জাক', 'ভাই']"
সালা সিলেক্টারদের জুতা মারা উচিত। ভালো খেলোয়ারদের সুযোগ দেয়না,negative,0,"['সালা', 'সিলেক্টারদের', 'জুতা', 'মারা', 'উচিত', 'ভালো', 'খেলোয়ারদের', 'সুযোগ', 'দেয়না']"
" মোমিনুল, রাজ্জাক কতোয়না ভালো খেলছে। অথচ এরায় সুযোগ পায়না।",negative,0,"['মোমিনুল', 'রাজ্জাক', 'কতোয়না', 'ভালো', 'খেলছে', 'এরায়', 'সুযোগ', 'পায়না']"
" মোমিনুল, রাজ্জাক কতোয়না ভালো খেলছে। অথচ এরায় সুযোগ পায়না।",negative,0,"['মোমিনুল', 'রাজ্জাক', 'কতোয়না', 'ভালো', 'খেলছে', 'এরায়', 'সুযোগ', 'পায়না']"
রাজ্জাকের একটা উইকেট পাওয়া মানে একেক কর্মকর্তার গালে জুতা মারা। ,negative,0,"['রাজ্জাকের', 'একটা', 'উইকেট', 'পাওয়া', 'মানে', 'একেক', 'কর্মকর্তার', 'গালে', 'জুতা', 'মারা']"
"রাজ্জাক কে,সবাই ধন্যবাদ দিলেন, আর এই খেলাই,তামিম,মমিনুল,কায়েছ,মুসিকুর তারের কে, কি দেওয়ার উচিত,বলেন",neutral,2,"['রাজ্জাক', 'কেসবাই', 'ধন্যবাদ', 'দিলেন', 'খেলাইতামিমমমিনুলকায়েছমুসিকুর', 'তারের', 'কে', 'দেওয়ার', 'উচিতবলেন']"
"রাজ্জাক কে,সবাই ধন্যবাদ দিলেন, আর এই খেলাই,তামিম,মমিনুল,কায়েছ,মুসিকুর তারের কে, কি দেওয়ার উচিত,বলেন",neutral,2,"['রাজ্জাক', 'কেসবাই', 'ধন্যবাদ', 'দিলেন', 'খেলাইতামিমমমিনুলকায়েছমুসিকুর', 'তারের', 'কে', 'দেওয়ার', 'উচিতবলেন']"
নায়ক রাজ অলওয়েজ ষ্টার,positive,1,"['নায়ক', 'রাজ', 'অলওয়েজ', 'ষ্টার']"
 রাজ্জাটেস্ট ম্যাচ এ সব পুলাপাইন দিয়া কাজ হয়না . অভিজ্ঞ ২/৩ জন লাগে,neutral,2,"['রাজ্জাটেস্ট', 'ম্যাচ', 'পুলাপাইন', 'দিয়া', 'হয়না', 'অভিজ্ঞ', '২/৩', 'লাগে']"
কারা যেন রাজ্জাক ভাইয়ের জায়গায় গাঁজামুল কে নিয়ে ছিল?,negative,0,"['কারা', 'রাজ্জাক', 'ভাইয়ের', 'জায়গায়', 'গাঁজামুল', 'ছিল']"
"রাজ্জাক বুড়া হয়েগেছে খেলা পারেনা,তাহলে আজ কিভাবে কি করলো।",positive,1,"['রাজ্জাক', 'বুড়া', 'হয়েগেছে', 'খেলা', 'পারেনাতাহলে', 'কিভাবে', 'করলো']"
"রাজ্জাক বুড়া হয়েগেছে খেলা পারেনা,তাহলে আজ কিভাবে কি করলো।",negative,0,"['রাজ্জাক', 'বুড়া', 'হয়েগেছে', 'খেলা', 'পারেনাতাহলে', 'কিভাবে', 'করলো']"
" অভিনন্দন রাজ,নির্বাচকমণ্ডলীর মুখে নিরব চপেটাঘাত",negative,0,"['অভিনন্দন', 'রাজনির্বাচকমণ্ডলীর', 'মুখে', 'নিরব', 'চপেটাঘাত']"
নির্বাচক কমিটিদের শ্রদ্ধা জানাই।,positive,1,"['নির্বাচক', 'কমিটিদের', 'শ্রদ্ধা', 'জানাই']"
" অভিনন্দন রাজ,নির্বাচকমণ্ডলীর মুখে নিরব চপেটাঘাত",negative,0,"['অভিনন্দন', 'রাজনির্বাচকমণ্ডলীর', 'মুখে', 'নিরব', 'চপেটাঘাত']"
 প্রথম টেষ্টে মিস করলাম।,neutral,2,"['টেষ্টে', 'মিস', 'করলাম']"
 দারুন। কেন যে থাকে বসিয়ে রাখা হয় বুঝি না।,negative,0,"['দারুন', 'বসিয়ে', 'বুঝি', 'না']"
বস ফিরেছে বসের মতো,positive,1,"['বস', 'ফিরেছে', 'বসের']"
রাজ্জাকের এমন পারফর্মেন্স দেখে কি এখন বিসিবির লজ্জাবোধ হয়না?,negative,0,"['রাজ্জাকের', 'পারফর্মেন্স', 'বিসিবির', 'লজ্জাবোধ', 'হয়না']"
রাজ্জাকের এমন পারফর্মেন্স দেখে কি এখন বিসিবির লজ্জাবোধ হয়না?,negative,0,"['রাজ্জাকের', 'পারফর্মেন্স', 'বিসিবির', 'লজ্জাবোধ', 'হয়না']"
 বাগেরহাট ফকিরহাটের কৃতি সন্তান,neutral,2,"['বাগেরহাট', 'ফকিরহাটের', 'কৃতি', 'সন্তান']"
রাজ্জাক ভাই একটা ফ্লাটের দাবি করতে পারে,neutral,2,"['রাজ্জাক', 'ভাই', 'একটা', 'ফ্লাটের', 'দাবি']"
"অভিজ্ঞতা কথা বলতেছে আজ , ভালোবাসা রইলো রাজ্জাক চাচ্চু ",positive,1,"['অভিজ্ঞতা', 'কথা', 'বলতেছে', 'ভালোবাসা', 'রইলো', 'রাজ্জাক', 'চাচ্চু']"
অবহেলার জবাব এর থেকে আর কি হতে পারে!!,neutral,2,"['অবহেলার', 'জবাব', 'পারে']"
রাজ্জাক ভায়ের জন্য রইল শুভ কামনা।,positive,1,"['রাজ্জাক', 'ভায়ের', 'রইল', 'শুভ', 'কামনা']"
রাজ্জাক রাজ্জাকের মতোই ফিরে আসছে।,positive,1,"['রাজ্জাক', 'রাজ্জাকের', 'আসছে']"
রাজ্জাক রাজ্জাকের মতোই ফিরে আসছে।,negative,0,"['রাজ্জাক', 'রাজ্জাকের', 'আসছে']"
ধন্যবাদ রাজ্জাককে সুযোগ দেওয়ার জন্য।,positive,1,"['ধন্যবাদ', 'রাজ্জাককে', 'সুযোগ', 'জন্য']"
বিশ্বের যে কোন দেশ কে কাবু করতে পারে আব্দুর রাজ্জাক থাকে দলে নেওয়ার জন্য নির্বাচক কে ধন্যবাদ i ,positive,1,"['বিশ্বের', 'দেশ', 'কাবু', 'আব্দুর', 'রাজ্জাক', 'দলে', 'নির্বাচক', 'ধন্যবাদ', 'i']"
বিশ্বের যে কোন দেশ কে কাবু করতে পারে আব্দুর রাজ্জাক থাকে দলে নেওয়ার জন্য নির্বাচক কে ধন্যবাদ i ,positive,1,"['বিশ্বের', 'দেশ', 'কাবু', 'আব্দুর', 'রাজ্জাক', 'দলে', 'নির্বাচক', 'ধন্যবাদ', 'i']"
আমাদের বাগেরহাটের ছাওয়াল একজনের জন্য পুরো বাংলাদেশ হ্যাপি,positive,1,"['বাগেরহাটের', 'ছাওয়াল', 'একজনের', 'পুরো', 'বাংলাদেশ', 'হ্যাপি']"
শিরোনাম দেখে ভাবলাম ৯৪-২ থেকে ৯৬-৪ হবার কাহিনি বর্নীত হবে  সাংঘাতিক সাংবাদিকতা,negative,0,"['শিরোনাম', 'ভাবলাম', '৯৪-২', '৯৬-৪', 'হবার', 'কাহিনি', 'বর্নীত', 'সাংঘাতিক', 'সাংবাদিকতা']"
"এই পিচে বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে,যেখানে ১৫০ রানের বেশি টার্গেট চেজ করা কঠিন হবে।",neutral,2,"['পিচে', 'বাংলাদেশকে', '৪র্থ', 'ইনিংসে', 'ব্যাট', 'হবেযেখানে', '১৫০', 'রানের', 'টার্গেট', 'চেজ', 'কঠিন', 'হবে']"
"এই পিচে বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে,যেখানে ১৫০ রানের বেশি টার্গেট চেজ করা কঠিন হবে।",positive,1,"['পিচে', 'বাংলাদেশকে', '৪র্থ', 'ইনিংসে', 'ব্যাট', 'হবেযেখানে', '১৫০', 'রানের', 'টার্গেট', 'চেজ', 'কঠিন', 'হবে']"
এই পিচে মুশফিকুর ছাড়া কেউ খেলতে খুব একটা স্বাছন্দবোধ করবে না,negative,0,"['পিচে', 'মুশফিকুর', 'ছাড়া', 'খেলতে', 'একটা', 'স্বাছন্দবোধ']"
২ম ইনিংসে পিচের রাফ জায়গা ও ফাটল গুলো বড়ো হবে বাংলাদেশের উচিত ২০০-২৩০ এর মধ্যে আটকে রাখা,positive,1,"['২ম', 'ইনিংসে', 'পিচের', 'রাফ', 'জায়গা', 'ফাটল', 'গুলো', 'বড়ো', 'বাংলাদেশের', '২০০-২৩০', 'আটকে']"
২ম ইনিংসে পিচের রাফ জায়গা ও ফাটল গুলো বড়ো হবে বাংলাদেশের উচিত ২০০-২৩০ এর মধ্যে আটকে রাখা,positive,1,"['২ম', 'ইনিংসে', 'পিচের', 'রাফ', 'জায়গা', 'ফাটল', 'গুলো', 'বড়ো', 'বাংলাদেশের', '২০০-২৩০', 'আটকে']"
 কি কারনে এত দিন দলের বাহিরে রাখা হয়েছিল বাজ্জাক কে? আজকের রাজ্জাকের এক একটা উইকেট ম্যানেজমেন্টর জন্য এক একটা......র সমান।,negative,0,"['কারনে', 'দলের', 'বাহিরে', 'হয়েছিল', 'বাজ্জাক', 'কে', 'আজকের', 'রাজ্জাকের', 'এক', 'একটা', 'উইকেট', 'ম্যানেজমেন্টর', 'এক', 'একটার', 'সমান']"
আরে বুড়া মানুষ কামের না।ওরে দলে রাখছে ক্যান??,negative,0,"['আরে', 'বুড়া', 'মানুষ', 'কামের', 'নাওরে', 'দলে', 'রাখছে', 'ক্যান']"
কোটি প্রাণের আশা তোমরা পূরণ করে দাও। লাল - সবুজের বিজয় নিশান হাতে তুলে নাও ।,positive,1,"['প্রাণের', 'আশা', 'তোমরা', 'পূরণ', 'দাও', 'লাল', '-', 'সবুজের', 'বিজয়', 'নিশান', 'হাতে', 'নাও']"
এই পিচে রান করা টাফ বোলিং নিস্বন্দেহে ভাল হচ্ছে,positive,1,"['পিচে', 'রান', 'টাফ', 'বোলিং', 'নিস্বন্দেহে', 'ভাল']"
 প্রত্যাশা বড় ব্যাটিং বিপর্যয়ে না পড়ে যায় দল,negative,0,"['প্রত্যাশা', 'বড়', 'ব্যাটিং', 'বিপর্যয়ে', 'পড়ে', 'যায়', 'দল']"
 প্রত্যাশা বড় ব্যাটিং বিপর্যয়ে না পড়ে যায় দল,positive,1,"['প্রত্যাশা', 'বড়', 'ব্যাটিং', 'বিপর্যয়ে', 'পড়ে', 'যায়', 'দল']"
